Localization Key,Description,TitleNote,Note,ContractIntel,EncounterSummary,HaulingSummary,RewardList,ItemRewardList,Cooldown
Foxwell_DefendDestructibleEntites_H_Desc_001,"One of our high priority clients is under attack from a criminal gang targeting their <EM4>[OBJECTS]</EM4> in <EM4>[LOCATION]</EM4>. The client’s assets are valuable, so we need to keep those safe at all costs, but I won’t kid – it’ll be a challenge and a half with these thugs determined to do some real damage. \n\nIf it were me, I wouldn’t hesitate to <EM>bring backup</EM4> to deal with them. They’re no joke, so we’re offering a well-earned <EM4>6 MG Scrip</EM4> to the main contractor who deals with these guys successfully. \n\nBest of luck,\n\nKevin Walton\nDispatcher, Foxwell Enforcement\n'Security, Your Way'\n\nFoxwell Enforcement is a bonded security specialist licensed to operate throughout the UEE. We are always looking for new operators to join our family. If you or anyone you know is interested, please reach out to one of our contract representatives.",,[BP Reward],"Reward: 269,000 aUEC\nTime Limit: 48 min\nEfficiency: 5,604 aUEC/min\nCooldown: 15 min\nRequires: Sr. Contractor",Encounter: 17 ships\nHostiles: 9 ship(s)\nHostiles: 8 ship(s),,100% chance — 1 of 6\n- Parallax Energy Assault Rifle\n- Antium Arms\n- Antium Core\n- Antium Legs\n- Antium Helmet\n- Parallax Rifle Battery (80 Cap),- MG Scrip x6,15 min
Foxwell_DefendEntitesAndEscort_H_Title,Orange Lvl. Contract: Protect Fuel Tanks and Escort Employees, <EM4>[BP]</EM4>,,,,,,,
Foxwell_DefendEntitesAndEscort_H_Desc,"Crew managing one of our client's operations at <EM4>[LOCATION]</EM4> have reported that they're under attack from a criminal gang targeting the <EM4>[OBJECTS] and ships</EM4> in the area. It will be your job to keep both safe at all costs. I don't have all the facts yet, but I reckon this will be a tough mission – these outlaws seem determined to do some real carnage. \n\nIf it were me, I would <EM>bring backup</EM4> to deal with them. And if you manage to protect everyone, we’re offering a well-earned <EM4>4 MG Scrip</EM4> to the main contractor who deals with these lowlife's successfully. \n\nBest of luck,\n\nKevin Walton\nDispatcher, Foxwell Enforcement\n'Security, Your Way'\n\nFoxwell Enforcement is a bonded security specialist licensed to operate throughout the UEE. We are always looking for new operators to join our family. If you or anyone you know is interested, please reach out to one of our contract representatives.",,[BP Reward],"Reward: 336,500 aUEC\nTime Limit: 60 min\nEfficiency: 5,608 aUEC/min\nCooldown: 15 min\nRequires: Sr. Contractor",Encounter: 43 ships\nHostiles: 9 ship(s)\nHostiles: 8 ship(s)\nHostiles: 3 ship(s)\nHostiles: 2 ship(s),,100% chance — 1 of 6\n- 7SA 'Concord'\n- INK\n- 7MA 'Lorica'\n- RPEL\n- 7CA 'Nargun'\n- HAVEN\n\n100% chance — 1 of 6\n- Attrition-4 Repeater\n- Attrition-5 Repeater\n- Attrition-6 Repeater\n- FR-86\n- Sens\n- Tige,- MG Scrip x4,15 min
BitZeros_blackbox_VH_Desc_001,"I’m not gonna give you the whole backstory of what this person has done to us, but all you need to know is that some scumbag is trying to get a payout for a ship crash and the insurance company wants to see the blackbox recording to make sure everything is “above board”.\n\nWe’re not gonna let that happen though.\n\nSnatch that blackbox at <EM4>[LOCATION]</EM4> and bring it to us instead so we can do some “creative editing” on the recording.\n\nApparently, this area is a bit of a hot zone. Probably why they staged the accident there. You should probably bring some backup so you don’t get ghosted before you can bring the blackbox to us at <EM4>[DESTINATION]</EM4>.\n\n-Bit Zeros",,[BP Reward],"Reward: 83,500 aUEC\nTime Limit: 17 min\nEfficiency: 4,912 aUEC/min\nRequires: Veteran Contractor",Encounter: 4 ships,,100% chance — 1 of 12\n- Lumin V SMG\n- Arrowhead Sniper Rifle\n- Aves Arms\n- Aves Core\n- Aves Legs\n- Aves Helmet\n- Aves Shrike Core\n- Aves Shrike Arms\n- Aves Shrike Legs\n- Aves Shrike Helmet\n- Lumin V SMG Battery (45 cap)\n- Arrowhead Sniper Rifle Battery (16 cap),,
cfp_ChainElimAll_2C_ElimSpec_GenAttack_M_title_001,Outlaw attack at [LOCATION], <EM4>[BP]</EM4>,,,,,,,
cfp_ChainElimAll_2C_ElimSpec_GenAttack_M_desc_001,Several CFP clusters near [LOCATION] just got hit by a group of outlaws led by [TARGET]. We're looking for any available combat specialists to help retake the outposts.\n\nI can provide the locations upon acceptance but we need to clear out the main outpost and satellite installations from all hostile forces and take out [TARGET] as it's unlikely that they will not cease their hostilities if they escape.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity,,[BP Reward],"Reward: 119,500 aUEC\nTime Limit: 27 min\nEfficiency: 4,426 aUEC/min\nCooldown: 45 min\nRequires: Sr. Contractor",,,"100% chance — 1 of 6\n- Karna ""Brimstone"" Rifle\n- Artimex Core Lodestone\n- Artimex Arms Lodestone\n- Artimex Legs Lodestone\n- Artimex Helmet Lodestone\n- Karna Rifle Battery (35 cap)",,45 min
headhunters_bombingrun_S_title_001,Outsmarting our Enemies,,,,,,,,
headhunters_bombingrun_S_desc_001,"We've heard news that a new gang are planning an attack on a place over at <EM4>[LOCATION]</EM4>. They figure if they can take out the fuel supplies there then it's theirs for the taking.\n\nBut little do they know that we're gonna send you in first to blow the fuel tanks so we can claim the place before they do. If it all goes to plan, we can clear the location out and stick it to that gang at the same time. Two birds, one stone.\n\nOnly problem is this place is armed to the teeth. Bring a crew and get those fuel tanks out of action. We'll take care of the rest.\n\n-Stows out",,,"Reward: 73,500 aUEC\nTime Limit: 15 min\nEfficiency: 4,900 aUEC/min\nRequires: Head Contractor",Encounter: 2 ships,,,,
headhunters_EliminateSpecific_CFP_H_title_001,Paid Target in CFP, <EM4>[BP]</EM4>,,,,,,,
headhunters_EliminateSpecific_CFP_H_desc_001,"Headhunters are launching an attack near [LOCATION]. This ex-Marine asshole named [TARGET] has been sending their mercs to clear out nearby encampments if they don't surrender their weapons.\n\nWhile all the security have been greenlit, [TARGET] has been singled out. In their last raid, they beat a squatter to death for talking back. Turns out that squatter was the cousin of one of our Clips, so they're paying extra to make sure justice is done.\n\nWatch yourself though, [TARGET] may be a scumbag who has this coming, they're still ex-military so they won't be easy to take down.\n\n-Stows",,[BP Reward],"Reward: 177,500 aUEC\nTime Limit: 35 min\nEfficiency: 5,071 aUEC/min\nRequires: Head Contractor",,,"100% chance — 1 of 8\n- Devastator Shotgun\n- Devastator ""Warhawk"" Shotgun\n- Devastator ""Midnight"" Shotgun\n- Morozov-SH Core Thule\n- Morozov-SH Arms Thule\n- Morozov-SH Legs Thule\n- Morozov-SH Helmet Thule\n- Devastator Shotgun Battery (12 cap)",,
CFP_SecurityPatrol_VH_Title_001,Patrol Dangerous Outlaw Sector,,,,,,,,
CFP_SecurityPatrol_VH_Desc_001,"We’ve identified a sector that’s been increasingly riddled with outlaw attacks and we think that if we begin to actively patrol the area we can turn things around. We’d recommend gathering at least <EM4>two wingmen</EM4> to head out there in combat-ready ships and confront any hostile forces you might encounter.\n\nOnce you’ve accepted this contract, make your way to the <EM4>location marker</EM4> on your HUD and scan the waypoints along the route. After all of them have been secured, the main contractor will get a bonus of <EM4>18 MG Scrip.</EM4>\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 235,000 aUEC\nTime Limit: 31.0 min\nEfficiency: 7,590 aUEC/min\nCooldown: 15 min\nRequires: Veteran Contractor",Encounter: 31-41 ships\nTarget: 7-9 ship(s)\nHostiles: 7-11 ship(s)\nReinforcements: 6-8 ship(s)\nHostiles: 1 ship(s),,,- MG Scrip x18,15 min
InterSec_SecurityPatrol_H_Title_001,Patrol Dangerous Sector, <EM4>[BP]</EM4>,,,,,,,
InterSec_SecurityPatrol_H_Desc_001,"MISSION SPECS\n\nArea of Operation: Nyx System\nHostile Forces: Outlaws\nEquipment Specs: Combat-rated Ships\nBriefing: InterSec has received intelligence that outlaws are planning to launch an attack on a target within the UEE. In an effort to prevent this from happening, we need a contractor to patrol a sector we believe these outlaws are using to prepare for their attack.\n\nOutlaw activity in this sector is higher than normal, so InterSec recommends that you <EM4>bring backup</EM4>. When ready, dispatch to the <EM4>location marker</EM4> on your HUD and scan the waypoints along the route. Once you've confirmed that the entire sector is clear, the main contractor will receive a bonus of <EM4>14 MG Scrip.</EM4> \n\nRespectfully,\n\nDeacon Tobin\nOperations Manager\nInterSec Defense Solutions\n\nThis communication consists of a non-binding offer that upon acceptance may be immediately terminated by either party without any given notice. All operations are conducted at the contractor’s own personal risk and must adhere to system law where applicable.",,[BP Reward],"Reward: 158,750 aUEC\nTime Limit: 28.3 min\nEfficiency: 5,610 aUEC/min\nCooldown: 15 min\nRequires: Neutral",Encounter: 20-36 ships\nTarget: 4-8 ship(s)\nHostiles: 4-8 ship(s)\nReinforcements: 4-8 ship(s)\nHostiles: 1 ship(s),,"100% chance — 1 of 13\n- Quartz ""Lumen"" Energy SMG\n- Testudo Arms Nightveil\n- Testudo Core Nightveil\n- Testudo Legs Nightveil\n- Testudo Helmet Nightveil\n- Quartz ""Deadfall"" Energy SMG\n- Testudo Arms Turfwar\n- Testudo Core Turfwar\n- Testudo Legs Turfwar\n- Testudo Helmet Turfwar\n- Quartz Energy SMG Battery (45 cap)\n- Testudo Backpack Turfwar\n- Testudo Backpack Nightveil",- MG Scrip x14,15 min
CFP_SecurityPatrol_M_Title_001,Patrol Dangerous Travel Lanes,,,,,,,,
CFP_SecurityPatrol_M_Desc_001,"Outlaws have been increasing their activity along one of the more popular routes in the system and we’re hoping to provide a deterrent before the problem gets out of hand. As such, we’d like you to head out there in a combat-ready ship and deal with any hostiles you might encounter.\n\nOnce you’ve accepted this contract, make your way to the <EM4>location marker</EM4> on your HUD and scan the waypoints along the route. After all of them have been secured, the main contractor will get a bonus of <EM4>8 MG Scrip.</EM4>\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 87,750 aUEC\nTime Limit: 21.2 min\nEfficiency: 4,139 aUEC/min\nCooldown: 15 min\nRequires: Contractor",Encounter: 13-16 ships\nTarget: 2-3 ship(s)\nHostiles: 2-3 ship(s)\nReinforcements: 2-3 ship(s)\nHostiles: 1 ship(s),,,- MG Scrip x8,15 min
CFP_SecurityPatrol_S_Title_001,Patrol Extremely Dangerous Sector,,,,,,,,
CFP_SecurityPatrol_S_Desc_001,"After weeks of seeing crime rates increase, we’ve been able to identify a sector that we believe to be the source of the outlaw activity that has been leeching into the surrounding areas. While it would be too much to expect to eradicate all threats, we believe that by sending combat patrols into the area we might be able to start reversing this worrisome trend. Our in-house combat analysts recommend bringing around <EM4>three wingmen</EM4> in combat-ready ships to confront any hostile forces you might encounter.\n\nOnce you’ve accepted this contract, make your way to the <EM4>location marker</EM4> on your HUD and scan the waypoints along the route. After all of them have been secured, the main contractor will get a bonus of <EM4>24 MG Scrip.</EM4>\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 409,500 aUEC\nTime Limit: 39.9 min\nEfficiency: 10,276 aUEC/min\nCooldown: 15 min\nRequires: Head Contractor",Encounter: 46-53 ships\nTarget: 10-12 ship(s)\nHostiles: 9-13 ship(s)\nReinforcements: 10-12 ship(s)\nHostiles: 1 ship(s),,,- MG Scrip x24,15 min
CFP_SecurityPatrol_H_Title_001,Patrol Outlaw Hunting Grounds,,,,,,,,
CFP_SecurityPatrol_H_Desc_001,"We’ve identified a sector that’s been plagued by outlaw attacks recently and hopefully, with your help, we can change that. We’d suggest <EM4>bringing some backup</EM4> in combat-ready ships to confront any hostile forces you might encounter.\n\nOnce you’ve accepted this contract, make your way to the <EM4>location marker</EM4> on your HUD and scan the waypoints along the route. After all of them have been secured, the main contractor will get a bonus of <EM4>14 MG Scrip.</EM4>\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 158,750 aUEC\nTime Limit: 28.3 min\nEfficiency: 5,610 aUEC/min\nCooldown: 15 min\nRequires: Sr. Contractor",Encounter: 21-36 ships\nTarget: 4-8 ship(s)\nHostiles: 4-8 ship(s)\nReinforcements: 4-8 ship(s)\nHostiles: 1 ship(s),,,- MG Scrip x14,15 min
CFP_SecurityPatrol_E_Title_001,Patrol Risky Travel Lanes,,,,,,,,
CFP_SecurityPatrol_E_Desc_001,"We’ve noted an increase in traffic along one of the travel lanes we monitor. Chances are that we won’t be the only ones paying attention. I’d like you to head out there in a combat-ready ship and make sure there are no outlaws attempting to take advantage of this sense of security.\n\nOnce you’ve accepted this contract, make your way to the <EM4>location marker</EM4> on your HUD and scan the waypoints along the route. After all of them have been secured, the main contractor will get a bonus of <EM4>4 MG Scrip.</EM4>\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 59,250 aUEC\nTime Limit: 19.4 min\nEfficiency: 3,054 aUEC/min\nCooldown: 15 min\nRequires: Jr. Contractor",Encounter: 12 ships\nTarget: 2 ship(s)\nHostiles: 2 ship(s)\nReinforcements: 2 ship(s)\nHostiles: 1 ship(s),,,- MG Scrip x4,15 min
InterSec_SecurityPatrol_VH_Title_001,Patrol to Prevent Possible Attack, <EM4>[BP]</EM4>,,,,,,,
InterSec_SecurityPatrol_VH_desc_001,"MISSION SPECS\n\nArea of Operation: Nyx System\nHostile Forces: Outlaws\nEquipment Specs: Combat-rated Ships\nBriefing: InterSec has been tracking increased outlaw activity in certain sectors of the system. This activity in conjunction with other intelligence leads us to believe that outlaws are planning an attack on elements traveling from the UEE. We're aiming to patrol these sectors and disrupt any plans before they can be put into action.\n\nCurrently, we need someone who can help patrol a highly dangerous sector. Once you've accepted the mission, you can proceed to the <EM4>location marker</EM4> on your HUD. From there, we'll send you along a specific route with additional waypoints to scan. Complete the patrol and we'll send the main contractor a bonus of <EM4>18 MG Scrip.</EM4>\n\nDue to the high probability of attack and general threat level of local outlaws, we recommend <EM4>recruiting trusted wingmen</EM4> to provide combat support.\n\nRespectfully,\n\nDeacon Tobin\nOperations Manager\nInterSec Defense Solutions\n\nThis communication consists of a non-binding offer that upon acceptance may be immediately terminated by either party without any given notice. All operations are conducted at the contractor’s own personal risk and must adhere to system law where applicable.",,[BP Reward],"Reward: 235,000 aUEC\nTime Limit: 31.0 min\nEfficiency: 7,590 aUEC/min\nCooldown: 15 min\nRequires: Jr. Contractor",Encounter: 28-38 ships\nTarget: 6-8 ship(s)\nHostiles: 6-10 ship(s)\nReinforcements: 6-8 ship(s)\nHostiles: 1 ship(s),,"100% chance — 1 of 13\n- Quartz ""Lumen"" Energy SMG\n- Testudo Arms Nightveil\n- Testudo Core Nightveil\n- Testudo Legs Nightveil\n- Testudo Helmet Nightveil\n- Quartz ""Deadfall"" Energy SMG\n- Testudo Arms Turfwar\n- Testudo Core Turfwar\n- Testudo Legs Turfwar\n- Testudo Helmet Turfwar\n- Quartz Energy SMG Battery (45 cap)\n- Testudo Backpack Turfwar\n- Testudo Backpack Nightveil",- MG Scrip x18,15 min
CFP_SecurityPatrol_VE_Title_001,Patrol Travel Lanes,,,,,,,,
CFP_SecurityPatrol_VE_Desc_001,"We need someone with combat experience to patrol a travel lane for us. Over the years, we’ve found that it's good to get out there and make ourselves visible. Sometimes a pilot like yourself traveling through an area is enough to deter any potential outlaws. But in case you run into any that are feeling a bit more ambitious, a ship ready for combat is recommended.\n\nOnce you’ve accepted this contract, make your way to the <EM4>location marker</EM4> on your HUD. After you’ve scanned all the waypoints and ensured that the route is secure, the main contractor will get a bonus of <EM4>2 MG Scrip.</EM4>\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 33,750 aUEC\nTime Limit: 14.9 min\nEfficiency: 2,265 aUEC/min\nCooldown: 1 h\nRequires: Neutral",Encounter: 6 ships\nTarget: 1 ship(s)\nHostiles: 1 ship(s)\nAllies: 1 ship(s),,,- MG Scrip x2,1 h
InterSec_SecurityPatrol_S_Title_001,Patrol Vanduul Hunting Ground, <EM4>[BP]</EM4>,,,,,,,
InterSec_SecurityPatrol_S_Desc_001,"MISSION SPECS\n\nArea of Operation: Nyx System\nHostile Forces: Vanduul\nEquipment Specs: Combat-rated Ships\nBriefing: There's a growing concern that Vanduul hunting parties are pushing further into Nyx. The first line of defense against this encroachment is increased patrols. InterSec has identified a sector that has seen an uptick in Vanduul activity and are looking for someone to patrol the region and provide an update on it.\n\nYou'll begin your patrol at a <EM4>location marker</EM4> sent to your HUD and then scan a series of waypoints along a designated route. The Vanduul ships in this sector are highly skilled and aggressive, so InterSec highly recommends that you <EM4>bring several combat-ready ships along as backup</EM4>.\n\nInterSec understands the immense danger you'll be under on this patrol, so we'll send a special bonus of <EM4>24 MG Scrip</EM4> to the main contractor once the sector is clear.      \n\nRespectfully,\n\nDeacon Tobin\nOperations Manager\nInterSec Defense Solutions\n\nThis communication consists of a non-binding offer that upon acceptance may be immediately terminated by either party without any given notice. All operations are conducted at the contractor’s own personal risk and must adhere to system law where applicable.",,[BP Reward],"Reward: 409,500 aUEC\nTime Limit: 39.9 min\nEfficiency: 10,276 aUEC/min\nCooldown: 1 h\nRequires: Contractor",Encounter: 55 ships\nTarget: 15 ship(s)\nTarget: 12 ship(s)\nReinforcements: 12 ship(s)\nHostiles: 1 ship(s),,"100% chance — 1 of 13\n- Quartz ""Lumen"" Energy SMG\n- Testudo Arms Nightveil\n- Testudo Core Nightveil\n- Testudo Legs Nightveil\n- Testudo Helmet Nightveil\n- Quartz ""Deadfall"" Energy SMG\n- Testudo Arms Turfwar\n- Testudo Core Turfwar\n- Testudo Legs Turfwar\n- Testudo Helmet Turfwar\n- Quartz Energy SMG Battery (45 cap)\n- Testudo Backpack Turfwar\n- Testudo Backpack Nightveil",- MG Scrip x24,1 h
TheCollector_Ships_Peregrine_TItle,Peregrine Wikelo Mod,,,,,,,,
TheCollector_Ships_Peregrine_Desc,"Wikelo not want to race but can still make fast ship faster. If you want, bring me things, and go faster.",,,,,Order: Wikelo Favor + DCHS-05 Orbital Positioning Comp-Board,,- Aegis Sabre Peregrine Wikelo Speedy Special,
deadsaints_recoveritem_VE_Desc_001,"Need someone solid to head to <EM4>[LOCATION]</EM4> and finish a delivery for me. The last contractor got themselves perished and now my stash is sitting in the back of their ship.\n\nThe scavs that took out my pilot might be there too, so stay alert. Take my package to <EM4>[DESTINATION]</EM4> and I’ll pay you for your time.\n\n-Twitch",,,"Reward: 33,750 aUEC\nTime Limit: 11 min\nEfficiency: 3,068 aUEC/min\nRequires: Neutral",Encounter: 1 ships,,,,
BitZeros_blackbox_VE_Desc_001,"Someone of interest to us recently kicked the bucket (not our fault) over at <EM4>[LOCATION]</EM4> and we’re pretty curious what happened. We need you to grab the blackbox from the ship and drop it off at <EM4>[DESTINATION]</EM4>.\n\nThis is a shipwreck by the way, so chances are some scavs will be around there too. But don’t worry, that’s been factored into your pay too.\n\n-Bit Zeros",,[BP Reward],"Reward: 33,750 aUEC\nTime Limit: 11 min\nEfficiency: 3,068 aUEC/min\nRequires: Neutral",Encounter: 1 ships,,100% chance — 1 of 12\n- Lumin V SMG\n- Arrowhead Sniper Rifle\n- Aves Arms\n- Aves Core\n- Aves Legs\n- Aves Helmet\n- Aves Shrike Core\n- Aves Shrike Arms\n- Aves Shrike Legs\n- Aves Shrike Helmet\n- Lumin V SMG Battery (45 cap)\n- Arrowhead Sniper Rifle Battery (16 cap),,
cfp_defendship_VLRT_title_001,Pilot in Distress, <EM4>[BP]</EM4>,,,,,,,
cfp_defendship_VLRT_desc_001,It seems one of the routes that we had thought relatively safe has proven otherwise. Outlaws have attacked one of our pilots over at [LOCATION] and they won't make it much longer without support. \n\nI'd appreciate it if you could fly there as quickly as possible and help them deal with these attackers.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity,,[BP Reward],"Reward: 41,500 aUEC\nTime Limit: 10 min\nEfficiency: 4,150 aUEC/min\nCooldown: 45 min\nRequires: Neutral",Encounter: 3 ships\nHostiles: 2 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,45 min
cfp_defendship_LRT_title_001,Pilot Seeking Combat Support, <EM4>[BP]</EM4>,,,,,,,
cfp_defendship_LRT_desc_001,One of our pilots had just picked up a shipment of supplies near [LOCATION] when they were attacked by some vicious shipjackers. \n\nWe just received their distress beacon and I'm hoping you can go provide them combat support.\n\nAny assistance you could give would make all the difference.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity,,[BP Reward],"Reward: 62,000 aUEC\nTime Limit: 15 min\nEfficiency: 4,133 aUEC/min\nCooldown: 45 min\nRequires: Jr. Contractor",Encounter: 4 ships\nHostiles: 3 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,45 min
Intersec_DefendShip_Vanduul_Title_VeryHard_001,Pilot Under Fire From Vanduul, <EM4>[BP]</EM4>,,,,,,,
Intersec_DefendShip_Vanduul_Desc_VeryHard_001,"MISSION SPECS\n\nArea of Operation: Nyx System \nHostile Forces: Vanduul \nEquipment Specs: Combat-rated Ships \nBriefing: We've just lost contact with a pilot who engaged with Vanduul forces at <EM4>[LOCATION]</EM4>.\n\nTravel to their last known location and if they're still alive, defend them long enough to ensure they can escape. Ensuring the safety of the operative is crucial, as is eliminating any Vanduul threats to the UEE.\n\nYou'll most likely need a <EM4>strong group of ships</EM4> to successfully neutralize these Vanduul.\n\nRespectfully,   \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of confidential information solely intended for the recipient. Please disregard if received in error and notify the sender. All operations are conducted at the contractor’s own personal risk and must adhere to UEE and system law where applicable.",,[BP Reward],"Reward: 196,250 aUEC\nTime Limit: 35 min\nEfficiency: 5,607 aUEC/min\nRequires: Sr. Contractor",Encounter: 6 ships,,"100% chance — 1 of 7\n- Pulse ""Rouge"" Pistol\n- Testudo Arms Combustion\n- Testudo Core Combustion\n- Testudo Legs Combustion\n- Testudo Helmet Combustion\n- Pulse Laser Pistol Battery (60 Cap)\n- Testudo Backpack Combustion",,
headhunters_EliminateSpecific_Defector_title_001,Plug a traitor, <EM4>[BP]</EM4>,,,,,,,
headhunters_EliminateSpecific_Defector_desc_001,"This shit saddens me. Not sure if you've ever crossed paths with [TARGET] in your dealings with us. Thought they were a real good one. Been with the Headhunters for years, but something must have happened because they went running to CFP for protection. Sold out some of our brothers and sisters along the way.\n\nAll the Judges are furious and wants blood. That's where you come in. Go to [LOCATION], find [TARGET], and kill them.\n\nDoesn't have to be anything fancy. Just want the result.\n\nDamn shame.\n\nStows out.",,[BP Reward],"Reward: 72,000 aUEC\nTime Limit: 18 min\nEfficiency: 4,000 aUEC/min\nRequires: Jr. Contractor",,,"100% chance — 1 of 8\n- Devastator Shotgun\n- Devastator ""Warhawk"" Shotgun\n- Devastator ""Midnight"" Shotgun\n- Morozov-SH Core Thule\n- Morozov-SH Arms Thule\n- Morozov-SH Legs Thule\n- Morozov-SH Helmet Thule\n- Devastator Shotgun Battery (12 cap)",,
Hockrow_searchbody_space_E_Desc_001,"Hockrow Agency \nCase File #MP50122\nLead Investigator: Arken Mallor\n\nCase Summary: \nNeed an operative to help us potentially prevent a death. An informant has reported an active hit issued for <EM4>[TARGET]</EM4> and fears the worst, but the client has hired us like us to look into it. \n\nContract Investigator Actions:\nLast known location was <EM4>[LOCATION]</EM4>. Head over there and see if the person mentioned by our client is still with us. If they’re not, examine the body closely so we can report back to them with details of their death.\n\nAdditional Notes:\nThis contract has been flagged as <EM4>combat-likely</EM4> so prepare accordingly.",,,"Reward: 24,500 aUEC\nTime Limit: 8 min\nEfficiency: 3,063 aUEC/min\nRequires: Jr. Contractor",Encounter: 2 ships,,,,
Foxwell_EliminateSpecific_NonHostiles_title_001,Precision Strike on [TARGET], <EM4>[BP]</EM4>,,,,,,,
Foxwell_EliminateSpecific_NonHostiles_desc_001,"Got a line on a bounty named <EM4>[TARGET]</EM4>. Someone spotted them along with known criminal accomplices at <EM4>[LOCATION]</EM4>. Need you to get there before they get going. \n\n<EM4>[TARGET]</EM4> has a reputation for only showing their face in places with civs. Really need you to take down this bounty without there being any civilian collateral damage. Foxwell can’t afford to be caught in the shitstorm that would erupt over the loss of innocent life. \n\nMarcus Clenn\nFoxwell Enforcement\n'Security, Your Way'\n\nFoxwell Enforcement is a bonded security specialist licensed to operate throughout the UEE. We are always looking for new operators to join our family. If you or anyone you know is interested, please reach out to one of our contract representatives.",,[BP Reward],"Reward: 71,000 aUEC\nTime Limit: 17.7 min\nEfficiency: 4,011 aUEC/min\nCooldown: 15 min\nRequires: Security Trainee",,,100% chance — 1 of 8\n- Antium Helmet Jet\n- Antium Core Maroon\n- Antium Legs Maroon\n- Antium Helmet Maroon\n- Antium Helmet Moss Camo\n- Antium Arms Moss Camo\n- Antium Core Moss Camo\n- Antium Legs Moss Camo,,15 min
Intersec_KillShip_Title_Hard_001,Preemptive Strike On [TARGET], <EM4>[BP]</EM4>,,,,,,,
Intersec_KillShip_Desc_Hard_001,"MISSION SPECS\n\nArea of Operation: Nyx System\nHostile Forces: Outlaws\nEquipment Specs: Combat-rated Ships\nBriefing: InterSec requires a skilled contractor to eliminate a highly dangerous group of criminals based in Nyx who are planning a coordinated strike on a prominent member of the UEE Navy.\n\nWe have intercepted a crucial piece of intelligence suggesting a known terrorist by the name of <EM4>[TARGET]</EM4> intends to carry out this assassination along with the help of local criminal elements.\n\nThey are currently located at <EM4>[LOCATION]</EM4>, making this an ideal time for us to strike. Be warned, these outlaws are experienced killers - bringing a <EM4>group of trustworthy allies</EM4> is advised.\n\nRespectfully, \n\nDeacon Tobin \nOperations Manager \nInterSec Defense Solutions  \n\nThis communication consists of a non-binding offer that upon acceptance may be immediately terminated by either party without any given notice. All operations are conducted at the contractor’s own personal risk and must adhere to system law where applicable.",,[BP Reward],"Reward: 168,250 aUEC\nTime Limit: 30 min\nEfficiency: 5,608 aUEC/min\nRequires: Contractor",Encounter: 9-11 ships\nTarget: 1 ship(s)\nHostiles: 8-10 ship(s),,100% chance — 1 of 10\n- R97 Shotgun\n- Monde Arms\n- Monde Core\n- Monde Legs\n- Monde Helmet\n- Monde Arms Hiro\n- Monde Core Hiro\n- Monde Legs Hiro\n- Monde Helmet Hiro\n- R97 Shotgun Magazine (18 cap),,
bhg_bounty_title_FPS_intro,Preliminary Bounty: [TARGET], <EM4>[BP Chain]</EM4>,,,,,,,
bhg_bounty_desc_FPS_intro,"--------------------------------------------------------\n----------------- BOUNTY CONTRACT -----------------\n--------------------------------------------------------\n\nBOUNTY HUNTERS GUILD\nPROCESSING & DISTRIBUTION\n\nThe Bounty Hunters Guild has authorized an official bounty.\n\nNAME: [TARGET] \nSYSTEM: Stanton\nRISK ASSESSMENT: Medium\nLAST KNOWN LOCATION:  [LOCATION]\nKNOWN AFFILIATIONS: <None>\nNOTES: This preliminary bounty is being offered to you as a formal evaluation of your skills. Successful completion of this contract will lead to additional bounty work being made available. \n\nIt is believed that the target will be on foot and well armed, so be prepared to engage in a firefight. Additionally, there may be other hostiles forces at the site, while they should not be your primary focus, you may have to engage with them while in pursuit of the target.\n\nBOUNTY HUNTERS GUILD\nIn Pursuit of Justice\n\nThe Bounty Hunters Guild is a security service sanctioned by the Mercenary Guild and authorized to operate in both the UEE and beyond in accordance with Xenotrade Authority Acts.",,[BP Chain],"Reward: 9,500 aUEC\nTime Limit: 3 min\nEfficiency: 3,167 aUEC/min",,,,,
headhunters_killship_cfp_vhrt_title_001,Primo Target, <EM4>[BP]</EM4>,,,,,,,
